"","DBA","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","GRADE","ADDRESS","lon","lat"
"2116","SUBWAY","6466","DELANCY STREET",10002,"2125989700","Sandwiches","A","6466, DELANCY STREET, New York, NY",-73.9852709,40.7178006
"2117","PICCOLA CUCINA","196","SPRING STREET",10012,"6464787488","Italian",NA,"196, SPRING STREET, New York, NY",-74.0032725,40.7250238
"2118","CHIPOTLE MEXICAN GRILL","464","PARK AVENUE SOUTH",10016,"2126890305","Mexican","A","464, PARK AVENUE SOUTH, New York, NY",-73.9828726,40.7454761
"2119","TSUSHIMA","210","E 44TH ST",10017,"2122071938","Japanese",NA,"210, E 44TH ST, New York, NY",NA,NA
"2120","THE SIMONE","151","EAST 82 STREET",10028,"2127728861","French",NA,"151, EAST 82 STREET, New York, NY",NA,NA
"2121","DAVID'S BAGELS","273","1 AVENUE",10003,"2127802308","American","A","273, 1 AVENUE, New York, NY",-73.9820158,40.732511
"2122","DOMINO'S","736","WEST  181 STREET",10033,"2127813700","Pizza",NA,"736, WEST  181 STREET, New York, NY",NA,NA
"2123","EL CENTRO","824","9 AVENUE",10019,"6467636585","Mexican",NA,"824, 9 AVENUE, New York, NY",NA,NA
"2124","ANEJO","668","10 AVENUE",10036,"2129204770","Mexican",NA,"668, 10 AVENUE, New York, NY",NA,NA
"2125","STARBUCKS","825","8 AVENUE",10019,"2127652205","Caf̩/Coffee/Tea","A","825, 8 AVENUE, New York, NY",-73.9869585,40.7622053
"2126","ZEBU GRILL","305","EAST   92 STREET",10128,"2124267500","Brazilian",NA,"305, EAST   92 STREET, New York, NY",-73.9483583,40.7815989
"2127","JG MELON RESTAURANT","1291","3 AVENUE",10021,"2127440585","American","C","1291, 3 AVENUE, New York, NY",-73.9593332,40.7710473
"2128","DUNKIN' DONUTS","80","MADISON AVENUE",10016,"9174219041","American","A","80, MADISON AVENUE, New York, NY",-73.9858954,40.7442763
"2129","SERAFINA GRILL","33","EAST 61 ST STREET",10065,"2127029898","Italian","B","33, EAST 61 ST STREET, New York, NY",-73.9698519,40.7647672
"2130","JOE'S PIZZA","211","8 AVENUE",10011,"2122433226","Pizza","A","211, 8 AVENUE, New York, NY",-73.9998127,40.7439763
"2131","MARCHE MADISON","9","EAST   40 STREET",10016,"2127251420","American",NA,"9, EAST   40 STREET, New York, NY",-73.9809598,40.7520094
"2132","PAPA JOHN'S","343","GRAND ST",10002,"2129797272","Pizza","A","343, GRAND ST, New York, NY",-73.9898209,40.7167829
"2133","CALIFORNIA PIZZA KITCHEN","440","PARK AVENUE SOUTH",10016,"2126856700","Pizza/Italian",NA,"440, PARK AVENUE SOUTH, New York, NY",-73.9835768,40.744507
"2134","THE TANG","120","1ST AVE",10009,"6466783092","Asian",NA,"120, 1ST AVE, New York, NY",-73.9853708,40.7269941
"2135","HOOTERS","155","W 33RD ST",10001,"2126959580","American",NA,"155, W 33RD ST, New York, NY",-73.9904585,40.7502921
"2136","WESTSIDE TAVERN","360","WEST   23 STREET",10011,"2123663738","American","A","360, WEST   23 STREET, New York, NY",-74.0009312,40.7461197
"2137","MAISON KAYSER","1800","BROADWAY",10019,"2122454100","Bakery","A","1800, BROADWAY, New York, NY",-73.9813675,40.7674867
"2138","NOMAD","78","2 AVENUE",10003,"2122535410","Moroccan","A","78, 2 AVENUE, New York, NY",-73.9889945,40.7263584
"2139","STAGE DOOR DELI","360","9TH AVE",10001,"2128689655","Delicatessen",NA,"360, 9TH AVE, New York, NY",-73.9976142,40.7510244
"2140","BABYLON","208","EAST   34 STREET",10016,"2129330912","Turkish",NA,"208, EAST   34 STREET, New York, NY",-73.9777524,40.7452798
"2141","HOT KITCHEN","104","2 AVENUE",10003,"2122283090","Chinese",NA,"104, 2 AVENUE, New York, NY",-73.9881496,40.7273949
"2142","ABC BEER CO.","96","AVENUE C",10009,"6464227103","Sandwiches","A","96, AVENUE C, New York, NY",NA,NA
"2143","HI-COLLAR","214","EAST 10 STREET",10003,"2127777018","Caf̩/Coffee/Tea","A","214, EAST 10 STREET, New York, NY",NA,NA
"2144","CHICKEN RANCH","315","AUDUBON AVE",10033,"6469228564","Chicken",NA,"315, AUDUBON AVE, New York, NY",-73.932371,40.8484482
"2145","SID GOLD'S REQUEST ROOM","165","W 26TH ST",10001,"2122291948","American","B","165, W 26TH ST, New York, NY",-73.9936086,40.7459112
"2146","SUBWAY","1752","PARK AVE",10035,"6466860126","Sandwiches","A","1752, PARK AVE, New York, NY",-73.9412174,40.8030845
"2147","MCDONALD'S","354","WEST  125 STREET",10027,"2128642124","American","A","354, WEST  125 STREET, New York, NY",-73.9530851,40.8107313
"2148","COYOTE UGLY","153","FIRST AVENUE",10003,"2124774431","American","B","153, FIRST AVENUE, New York, NY",-73.9849083,40.7285587
"2149","JUICE GENERATION","979","8 AVENUE",10019,"6463458045","Juice, Smoothies, Fruit Salads","A","979, 8 AVENUE, New York, NY",NA,NA
"2150","OOTOYA JAPANESE RESTAURANT","8","WEST   18 STREET",10011,"2122550018","Japanese",NA,"8, WEST   18 STREET, New York, NY",-73.9927793,40.7387488
"2151","MALAYSIA GRILL","224","W 104TH ST",10025,"2125791333","Asian","A","224, W 104TH ST, New York, NY",-73.9677821,40.7994024
"2152","ALL AMERICAN DELI","42","WATER STREET",10004,"2125095007","Delicatessen","A","42, WATER STREET, New York, NY",-74.0101701,40.7035707
"2153","EL SOMBRERO","108","STANTON ST",10002,"2122544188","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",NA,"108, STANTON ST, New York, NY",-73.9874794,40.7212393
"2154","BEC","148","8TH AVE",10011,"2126338020","American",NA,"148, 8TH AVE, New York, NY",NA,NA
"2155","LANGANS BAR & RESTAURANT","150","WEST   47 STREET",10036,"2128695482","Irish","A","150, WEST   47 STREET, New York, NY",-73.9838064,40.7586656
"2156","SUBWAY","1873","2ND AVE",10029,"9173451448","Sandwiches/Salads/Mixed Buffet","A","1873, 2ND AVE, New York, NY",-73.9470725,40.7847716
"2157","Honeyhaus Coffee","334","E 11TH ST",10003,"9173245126","Caf̩/Coffee/Tea","A","334, E 11TH ST, New York, NY",-73.984804,40.72947
"2158","ESS-A-BAGEL","831","THIRD AVENUE",10022,"2129801010","Bagels/Pretzels",NA,"831, THIRD AVENUE, New York, NY",-73.9699785,40.7559897
"2159","SALAM CAFE & REST","104","W. 13TH ST. (UNIT ONE)",10011,"2127410277","Middle Eastern","A","104, W. 13TH ST. (UNIT ONE), New York, NY",-73.9979586,40.7367323
"2160","10 BELOW ICE CREAM","132","ALLEN ST",10002,"9172979698","Ice Cream, Gelato, Yogurt, Ices",NA,"132, ALLEN ST, New York, NY",NA,NA
"2161","EL CAMION CANTINA","194","AVENUE A",10009,"2125335436","Mexican",NA,"194, AVENUE A, New York, NY",-73.9810516,40.7290923
"2162","DL","95","DELANCEY STREET",10002,"2122280909","American","A","95, DELANCEY STREET, New York, NY",-73.9893848,40.7185941
"2163","PRESSED JUICERY","7","E 14TH ST",10003,"6466570841","Juice, Smoothies, Fruit Salads","A","7, E 14TH ST, New York, NY",-73.9925067,40.735795
"2164","BROADWAY COMEDY CLUB","318","WEST 53 STREET",10019,"2127572323","American",NA,"318, WEST 53 STREET, New York, NY",NA,NA
"2165","PROPER WEST","54","W 39TH ST",10018,"2129979000","American",NA,"54, W 39TH ST, New York, NY",-73.9847706,40.752396
"2166","BUA","122-126","ST MARKS PLACE",10009,"2129796276","American",NA,"122-126, ST MARKS PLACE, New York, NY",-73.9837605,40.7268127
"2167","MR TAKA RAMEN","170","ALLEN ST",10002,"2122541508","Japanese","A","170, ALLEN ST, New York, NY",-73.9888912,40.7212369
"2168","SALT AND PEPPER DINER","139","WEST   33 STREET",10001,"2122681919","Middle Eastern",NA,"139, WEST   33 STREET, New York, NY",-73.9899845,40.7500936
"2169","EROS AUTHENTIC GREEK CUISIN","447","3RD AVE",10016,"2122133223","Greek",NA,"447, 3RD AVE, New York, NY",NA,NA
"2170","AT THE WALLACE","3612","BROADWAY",10031,"2122346896","American",NA,"3612, BROADWAY, New York, NY",NA,NA
"2171","TEHUITZINGO DELI AND GROCERY","695","10 AVENUE",10036,"2123975956","Mexican","A","695, 10 AVENUE, New York, NY",-73.993262,40.763222
"2172","PERSEPOLIS","1407","2 AVENUE",10021,"2125351100","Mediterranean","A","1407, 2 AVENUE, New York, NY",-73.9579557,40.7698097
"2173","GENNARO RESTAURANT","665","AMSTERDAM AVENUE",10025,"2126655348","Italian",NA,"665, AMSTERDAM AVENUE, New York, NY",-73.9717285,40.7917717
"2174","QUATORZE BISTRO","323","EAST   79 STREET",10075,"2125351414","French","A","323, EAST   79 STREET, New York, NY",NA,NA
"2175","LUPA OSTERIA ROMANA","170","THOMPSON STREET",10012,"2129821889","Italian","A","170, THOMPSON STREET, New York, NY",-74.0000589,40.7276574
"2176","CHINA BLUE","451","WASHINGTON ST",10013,"2124310111","Chinese",NA,"451, WASHINGTON ST, New York, NY",-74.00996,40.723984
"2177","BRASS MONKEY","55","LITTLE WEST 12 STREET",10014,"2126756686","American",NA,"55, LITTLE WEST 12 STREET, New York, NY",-74.008443,40.740766
"2178","STUDIO CAFE 59","59","CHELSEA PIERS",10011,"2129949120","Italian",NA,"59, CHELSEA PIERS, New York, NY",-74.0085954,40.7457519
"2179","TACO BELL","1884","THIRD AVENUE",10029,"6466843200","Mexican","A","1884, THIRD AVENUE, New York, NY",-73.9457638,40.7905054
"2180","SHAY & IVY","37","W 24TH ST",10010,"6467326206","American",NA,"37, W 24TH ST, New York, NY",NA,NA
"2181","NATSUMI  TAPAS","323","3RD AVE",10010,"2128892182","Japanese",NA,"323, 3RD AVE, New York, NY",-73.9823287,40.7395596
"2182","BUDDHA BEER BAR","4476","BROADWAY",10040,"6468612595","American","A","4476, BROADWAY, New York, NY",-73.9319424,40.8572822
"2183","218 RESTAURANT","218220","GRAND STREET",10013,"2122268039","Chinese",NA,"218220, GRAND STREET, New York, NY",NA,NA
"2184","RESTAURANT ANNISA","13","BARROW STREET",10014,"2127416699","American","A","13, BARROW STREET, New York, NY",-74.0023973,40.732497
"2185","L'ENCANTO D'LOLA","57","LENOX AVENUE",10026,"2122226969","Mexican",NA,"57, LENOX AVENUE, New York, NY",-73.9515179,40.800139
"2186","ANAFE SEAFOOD","584","W 207TH ST",10034,"2125676777","Seafood","A","584, W 207TH ST, New York, NY",-73.9210417,40.8668387
"2187","MAMA'S TOO!","2750","BROADWAY",10025,"2125107256","Pizza",NA,"2750, BROADWAY, New York, NY",-73.9675901,40.8008324
"2188","SESSION 73","1359","1 AVENUE",10021,"2125174445","American",NA,"1359, 1 AVENUE, New York, NY",NA,NA
"2189","DUTCH FREDS","307","W 47TH ST",10036,"6469186923","American",NA,"307, W 47TH ST, New York, NY",NA,NA
"2190","SYLVIA'S RESTAURANT","328","LENOX AVENUE",10027,"2129960660","Soul Food",NA,"328, LENOX AVENUE, New York, NY",-73.9444408,40.8085827
"2191","JUNIOR'S TACOS","253257","SHERMAN AVENUE",10034,"2129427202","Mexican","A","253257, SHERMAN AVENUE, New York, NY",-73.9237766,40.8644089
"2192","ARTE RESTAURANT","21","EAST    9 STREET",10003,"2124730077","Italian",NA,"21, EAST    9 STREET, New York, NY",-73.9945561,40.7325061
"2193","TANOSHI BENTO","1372","YORK AVE",10021,"9172658254","Japanese",NA,"1372, YORK AVE, New York, NY",-73.9528324,40.7675668
"2194","DYCKMAN BAR","221","DYCKMAN STREET",10034,"6463603018","American",NA,"221, DYCKMAN STREET, New York, NY",-73.9274172,40.8659948
"2195","PIO PIO EXPRESS","1746","1 AVENUE",10128,"2124265800","Peruvian",NA,"1746, 1 AVENUE, New York, NY",NA,NA
"2196","THE ODEON","145","WEST BROADWAY",10013,"2122330507","French","A","145, WEST BROADWAY, New York, NY",NA,NA
"2197","NOM WAH TEA/DIM SUM PALOR","13","DOYERS STREET",10013,"2129626047","Chinese",NA,"13, DOYERS STREET, New York, NY",-73.9982591,40.7144578
"2198","CAFE TODAY","575","LEXINGTON AVENUE",10022,"2123083206","American","A","575, LEXINGTON AVENUE, New York, NY",NA,NA
"2199","Angus Club Steakhouse","135","E 55TH ST",10022,"2125881585","American","B","135, E 55TH ST, New York, NY",-73.9697551,40.75967
"2200","GRACIE-MEWS RESTAURANT","1550","1 AVENUE",10028,"2128612290","American",NA,"1550, 1 AVENUE, New York, NY",NA,NA
"2201","CROCODILE LOUNGE","325","EAST   14 STREET",10003,"2124777747","Pizza",NA,"325, EAST   14 STREET, New York, NY",-73.983729,40.732073
"2202","TIAA-CREF CAFETERIA","730","3 AVENUE",10017,"9175997414","American","A","730, 3 AVENUE, New York, NY",NA,NA
"2203","GRAND CAFE (Metropolitan Hospital)","1901","2 AVENUE",10029,"2124237519","American","A","1901, 2 AVENUE, New York, NY",NA,NA
"2204","THE TOOL BOX","1742","2 AVENUE",10128,"2123481288","American",NA,"1742, 2 AVENUE, New York, NY",-73.9493227,40.7807333
"2205","DUNKIN' DONUTS, BASKIN ROBBINS","355","3 AVENUE",10010,"2126861500","Donuts","A","355, 3 AVENUE, New York, NY",-73.9816065,40.7405322
"2206","GIARDINO D'ORO","5","GOLD STREET",10038,"2125146400","Italian",NA,"5, GOLD STREET, New York, NY",NA,NA
"2207","MAISON KAYSER","1400","BROADWAY",10018,"2126514800","French",NA,"1400, BROADWAY, New York, NY",-73.98669,40.752877
"2208","COWGIRL HALL OF FAME","519","HUDSON STREET",10014,"2126331133","Tex-Mex",NA,"519, HUDSON STREET, New York, NY",-74.006606,40.733932
"2209","LENA'S ITALIAN KITCHEN","551","2ND AVE",10016,"6468465362","Italian","A","551, 2ND AVE, New York, NY",NA,NA
"2210","THE STANDARD EAST VILLAGE","25","COOPER SQUARE",10003,"2124755700","American","A","25, COOPER SQUARE, New York, NY",NA,NA
"2211","CANDLE 79 RESTAURANT","154","EAST   79 STREET",10075,"2125377179","Vegetarian",NA,"154, EAST   79 STREET, New York, NY",NA,NA
"2212","BON VIVANT NEW YORK","238","E 58TH ST",10022,"6464814844","Caf̩/Coffee/Tea","A","238, E 58TH ST, New York, NY",-73.965624,40.7601349
"2213","JOE AND THE JUICE","666","3RD AVE",10017,"9175665727","Juice, Smoothies, Fruit Salads",NA,"666, 3RD AVE, New York, NY",-73.9746298,40.7512628
"2214","CARNEGIE CUP CAFE","1080","PARK AVE",10128,"6465901395","Caf̩/Coffee/Tea",NA,"1080, PARK AVE, New York, NY",-73.9564863,40.7817138
"2215","HARRY CIPRIANI","781","5 AVENUE",10022,"2127535566","Italian",NA,"781, 5 AVENUE, New York, NY",-73.9725115,40.7643163
"2216","DARLING COFFEE","4961","BROADWAY",10034,"9176025661","Caf̩/Coffee/Tea","A","4961, BROADWAY, New York, NY",NA,NA
"2217","HOTEL CENTRAL FIFTH AVENUE","13","W 45TH ST",10036,"2123029088","Continental",NA,"13, W 45TH ST, New York, NY",-73.9801899,40.75596
"2218","STARBUCKS","77","WEST  125 STREET",10027,"9174922452","Caf̩/Coffee/Tea","A","77, WEST  125 STREET, New York, NY",-73.9450956,40.8078233
"2219","KAIA WINE BAR","1614","3 AVENUE",10128,"2127220490","African","A","1614, 3 AVENUE, New York, NY",-73.9521239,40.7818647
"2220","SAMMY'S STEAKHOUSE","155157","CHRISTIE ST.",10002,"2126730330","Steak","A","155157, CHRISTIE ST., New York, NY",-73.9929172,40.7199205
"2221","HARMONI","151","NAGLE AVE",10040,"9173618403","Spanish",NA,"151, NAGLE AVE, New York, NY",NA,NA
"2222","ISTANBUL KEBAB HOUSE","712","9TH AVE",10019,"2125826262","Turkish",NA,"712, 9TH AVE, New York, NY",-73.989253,40.7625
"2223","FRESH LEAF","58","W 36TH ST",10018,"2126950100","American","A","58, W 36TH ST, New York, NY",-73.9859299,40.750486
"2224","FIKA","66","PEARL STREET",10004,"6468376588","Scandinavian","A","66, PEARL STREET, New York, NY",-74.0108313,40.7034852
"2225","GRASSROOT TAVERN","20","ST MARKS PLACE",10003,"2122602876","American",NA,"20, ST MARKS PLACE, New York, NY",-73.9889539,40.7288937
"2226","VILLA CEMITA","50","AVENUE A",10009,"6469644528","Mexican","A","50, AVENUE A, New York, NY",-73.9847935,40.7238123
"2227","PIZZA PETE'S","528","COLUMBUS AVENUE",10024,"2127873153","Pizza","A","528, COLUMBUS AVENUE, New York, NY",-73.9725922,40.7862402
"2228","TOBY'S ESTATE COFFEE","0","BROADWAY PLAZA",10036,"3474576160","Other",NA,"0, BROADWAY PLAZA, New York, NY",-73.8875266,40.7452125
"2229","CHORUS MUSIC STUDIO/ CHORUS KARAOKE LOUNGE BAR","25","WEST   32 STREET",10001,"2129672244","Korean","A","25, WEST   32 STREET, New York, NY",-73.9868137,40.7478806
"2230","EARTH CAFE","2580","BROADWAY",10025,"6469645167","American",NA,"2580, BROADWAY, New York, NY",-73.970705,40.7953768
"2231","AJISAI","795","LEXINGTON AVENUE",10065,"2123550888","Japanese","B","795, LEXINGTON AVENUE, New York, NY",-73.9667719,40.7637709
"2232","''W'' CAFE","390","5TH AVE",10018,"2125639444","American",NA,"390, 5TH AVE, New York, NY",-73.9839159,40.7496383
"2233","JENNIFER CAFE","67","1 AVENUE",10003,"9176745443","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",NA,"67, 1 AVENUE, New York, NY",-73.987292,40.725414
"2234","STONE CREEK","140","EAST   27 STREET",10016,"2125321037","American",NA,"140, EAST   27 STREET, New York, NY",NA,NA
"2235","LEON BAKERY","695","9 AVENUE",10036,"2124896677","Bakery","A","695, 9 AVENUE, New York, NY",-73.9901882,40.7621569
"2236","PARNELL'S PUB","350","EAST   53 STREET",10022,"2127531761","Irish",NA,"350, EAST   53 STREET, New York, NY",-73.9651189,40.7557797
"2237","BUTTERFIELD MARKET","170","EAST   70 STREET",10021,"2122887800","Caf̩/Coffee/Tea","A","170, EAST   70 STREET, New York, NY",NA,NA
"2238","PORSENA","2123","EAST    7 STREET",10003,"2122284923","Italian",NA,"2123, EAST    7 STREET, New York, NY",-73.9639595,40.5987541
"2239","THE LOOP","173","3RD AVE",10003,"2125981200","Chinese/Japanese",NA,"173, 3RD AVE, New York, NY",NA,NA
"2240","B&W DELI GROCERY","373","west 34th st",10001,"9173882601","American","A","373, west 34th st, New York, NY",-73.9958912,40.7535061
"2241","LITTLE CUPCAKE BAKE SHOP","30","PRINCE STREET",10012,"2129419100","Bakery","A","30, PRINCE STREET, New York, NY",-73.9948435,40.7228476
"2242","KIKI'S","130","DIVISION ST",10002,"6468827052","Greek","A","130, DIVISION ST, New York, NY",NA,NA
"2243","QUALITY EATS","19","GREENWICH AVE",10014,"2123379988","American",NA,"19, GREENWICH AVE, New York, NY",NA,NA
"2244","JIMBO'S","284","LENOX AVE",10027,"2128286622","Hamburgers",NA,"284, LENOX AVE, New York, NY",-73.9454895,40.8071491
"2245","WENDY'S","20","E 14TH ST",10003,"2122430438","Hamburgers",NA,"20, E 14TH ST, New York, NY",-73.9927133,40.7353417
"2246","GAETANA'S CUCINA ITALIANA","143","CHRISTOPHER STREET",10014,"2126753913","Italian",NA,"143, CHRISTOPHER STREET, New York, NY",-74.0077958,40.7329613
"2247","COCO FRESH TEA & JUICE","38","LEXINGTON AVENUE",10010,"2128516618","Caf̩/Coffee/Tea","A","38, LEXINGTON AVENUE, New York, NY",-73.9845295,40.7401547
"2248","PANERA BREAD","304","PARK AVE S",10010,"2128943288","American","A","304, PARK AVE S, New York, NY",-73.98707,40.740333
"2249","P.J. CLARKE'S ON THE HUDSON","4","WORLD FINANCIAL CENTER",10281,"2122851500","American",NA,"4, WORLD FINANCIAL CENTER, New York, NY",-74.016111,40.714167
"2250","La Dinastia Latin-Chinese Cuisine","145","W 72ND ST",10023,"2123623801","Chinese/Cuban","A","145, W 72ND ST, New York, NY",-73.9802252,40.7783368
"2251","UNCLE NICKS","747","9 AVENUE",10019,"2122457992","Mediterranean","A","747, 9 AVENUE, New York, NY",-73.9889945,40.7638784
"2252","WING WAH","2308","1 AVENUE",10035,"2124278068","Chinese",NA,"2308, 1 AVENUE, New York, NY",NA,NA
"2253","LA DINASTIA","4059","BROADWAY",10032,"2129286605","Chinese/Cuban",NA,"4059, BROADWAY, New York, NY",-73.9394471,40.8431703
"2254","STARBUCKS #48990","125","SAINT MARKS PL",10009,"9176483955","Caf̩/Coffee/Tea","A","125, SAINT MARKS PL, New York, NY",-73.983381,40.7269389
"2255","GONG CHA","72","BAYARD ST",10013,"6467264940","Caf̩/Coffee/Tea","C","72, BAYARD ST, New York, NY",-73.9982313,40.7157353
"2256","APERITIVO DI PALMA","30","CORNELIA ST",10014,"2126912223","American","A","30, CORNELIA ST, New York, NY",-74.0024462,40.7312007
"2257","DAVE'S TAVERN","574","9 AVENUE",10036,"9174751473","American",NA,"574, 9 AVENUE, New York, NY",-73.9925729,40.758035
"2258","SIMPLY NATURAL","482","WEST   43 STREET",10036,"2125636480","Juice, Smoothies, Fruit Salads","A","482, WEST   43 STREET, New York, NY",-73.9945849,40.7599669
"2259","PATZERIA'S PERFECT PIZZA","231","WEST   46 STREET",10036,"2125757646","Pizza","B","231, WEST   46 STREET, New York, NY",-73.9867714,40.7594681
"2260","AUNT JAKES","47","WEST    8 STREET",10011,"2122539333","American","A","47, WEST    8 STREET, New York, NY",NA,NA
"2261","CARLO'S BAKERY","625","8TH AVE",10018,"2012400506","Bakery",NA,"625, 8TH AVE, New York, NY",NA,NA
"2262","WAY POINT","65","LUDLOW ST",10002,"9144837042","Caf̩/Coffee/Tea","A","65, LUDLOW ST, New York, NY",-73.9900046,40.717311
"2263","COLUMBUS GOURMET FOOD","261","COLUMBUS AVE STORE #2",10023,"2127217800","American","A","261, COLUMBUS AVE STORE #2, New York, NY",-122.4065603,37.7976073
"2264","PERA SOHO","54","THOMPSON STREET",10012,"2128786305","Turkish","A","54, THOMPSON STREET, New York, NY",-74.0032266,40.7237816
"2265","GO ZEN RESTAURANT","144","W 4TH ST",10012,"2122607130","Asian",NA,"144, W 4TH ST, New York, NY",-74.0005639,40.7311655
"2266","HUDSON FOOD COURT","333","HUDSON STREET",10013,"2123672192","American",NA,"333, HUDSON STREET, New York, NY",-74.0077026,40.727177
"2267","GG's","511","E 5TH ST",10009,"2126873641","American",NA,"511, E 5TH ST, New York, NY",-73.9836687,40.7247145
