"","CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","INSPECTION.DATE","ACTION","VIOLATION.CODE","VIOLATION.DESCRIPTION","CRITICAL.FLAG","SCORE","GRADE","GRADE.DATE","RECORD.DATE","INSPECTION.TYPE"
"7585",40402466,"LOTOS CLUB GRILL ROOM","MANHATTAN","5","EAST   66 STREET","10065","2127377100","American",41940,"Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",11,"A",41940,43138,"Cycle Inspection / Initial Inspection"
"7586",50064761,"ANGELA'S SOCIAL ADULT DAY CARE","MANHATTAN","9","ELIZABETH ST","10013","9173456720","Other",42908,"Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",5,"Not Yet Graded",NA,43138,"Pre-permit (Operational) / Initial Inspection"
"7587",50052617,"FOUR SEASONS HOTEL BANQUET KITCHEN","MANHATTAN","27","BARCLAY ST","10007","6468801999","American",42671,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",2,"A",42671,43138,"Pre-permit (Operational) / Initial Inspection"
"7588",40762474,"OLYMPIC CAFE","MANHATTAN","711","12 AVENUE","10019","9179916636","CafÃ©/Coffee/Tea",42108,"Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",12,"A",42108,43138,"Cycle Inspection / Initial Inspection"
"7589",41101900,"STARBUCKS","MANHATTAN","875","6 AVENUE","10001","2126296540","CafÃ©/Coffee/Tea",42437,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",10,"A",42437,43138,"Cycle Inspection / Initial Inspection"
"7590",50052506,"VAGO RESTAURANT","MANHATTAN","509","3RD AVE","10016","6465590609","Italian",42789,"Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility_x001A_s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",13,"A",42789,43138,"Pre-permit (Operational) / Re-inspection"
"7591",41133582,"BLUESPOON COFFEE","MANHATTAN","76","CHAMBERS STREET","10007","2126197230","CafÃ©/Coffee/Tea",42846,"Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical",5,"A",42846,43138,"Cycle Inspection / Initial Inspection"
"7592",50057253,"CHAMPIGNON CAFE","MANHATTAN","1389","MADISON AVE","10029","2129871706","American",42740,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",11,"A",42740,43138,"Pre-permit (Operational) / Initial Inspection"
"7593",50050625,"THE WEST 79TH STREET BOAT BASIN CAFE","MANHATTAN","NKA","W 79TH ST AT HUDSON RIVER","10024","2124965542","American",42899,"Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",8,NA,NA,43138,"Pre-permit (Operational) / Initial Inspection"
"7594",41686709,"TAUREAU LA SIRENE","MANHATTAN","558","BROOME STREET","10013","2122282222","French",42934,"Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",7,"A",42934,43138,"Cycle Inspection / Initial Inspection"
"7595",41653405,"JUBILEE","MANHATTAN","946948","1ST AVE","10022","2128883569","French",41857,"Violations were cited in the following area(s).","04C","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.","Critical",19,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"7596",50065575,"SWEETGREEN 91ST AND BROADWAY","MANHATTAN","2460","BROADWAY","10025","9146023590","Salads",43021,"Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",9,"A",43021,43138,"Pre-permit (Operational) / Initial Inspection"
"7597",50044881,"MAPLE","MANHATTAN","119","W 31ST ST","10001","6312352039","Other",42403,"Violations were cited in the following area(s).","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.","Critical",13,"A",42403,43138,"Pre-permit (Operational) / Initial Inspection"
"7598",50038775,"AVANT GARDEN","MANHATTAN","130","E 7TH ST","10009","2127772017","Vegetarian",42675,"Violations were cited in the following area(s).","16B","The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer_x001A_s documentation not maintained on site.","Not Critical",NA,NA,NA,43138,"Trans Fat / Initial Inspection"
"7599",50065843,"MUMU","MANHATTAN","60","E 8TH ST","10003","6465867700","CafÃ©/Coffee/Tea",43012,"Violations were cited in the following area(s).","20D","Choking first aid_x001A_ poster not posted. _x001A_Alcohol and pregnancy_x001A_ warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.","Not Critical",NA,NA,NA,43138,"Administrative Miscellaneous / Initial Inspection"
"7600",50062945,"MILK AND CREAM BAR","MANHATTAN","159","MOTT ST","10013","3479228099","American",42928,"Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",16,NA,NA,43138,"Pre-permit (Operational) / Initial Inspection"
"7601",50036864,"PRESTO FRESH CAFE","MANHATTAN","559","LENOX AVE","10037","3476849436","Spanish",42592,"Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",37,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"7602",50057810,"OCAFE","MANHATTAN","482","AVENUE OF THE AMERICAS","10011","2122292233","CafÃ©/Coffee/Tea",42972,"Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",16,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"7603",50045436,"CAFE PATORO","MANHATTAN","223","FRONT ST","10038","9172620031","Bakery",42944,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",7,"A",42944,43138,"Cycle Inspection / Initial Inspection"
"7604",50070352,NA,"MANHATTAN","65","E 55TH ST","10022","8887307307","Other",1,NA,NA,NA,"Not Applicable",NA,NA,NA,43138,NA
"7605",50037405,"FIKA","MANHATTAN","41","W 58TH ST","10019","2128320022","Sandwiches/Salads/Mixed Buffet",42943,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",10,"A",42943,43138,"Cycle Inspection / Initial Inspection"
"7606",50067856,"OAXACA TAQUERIA","MANHATTAN","1709","2ND AVE","10128","9175620005","Mexican",42957,"Violations were cited in the following area(s).","16C","Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.","Not Critical",NA,NA,NA,43138,"Calorie Posting / Initial Inspection"
"7607",50061563,"MI MEXICO BAR & GRILL","MANHATTAN","2647","FREDERICK DOUGLASS BLVD","10030","9172658328","Mexican",42866,"Violations were cited in the following area(s).","16B","The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer_x001A_s documentation not maintained on site.","Not Critical",NA,NA,NA,43138,"Trans Fat / Initial Inspection"
"7608",50042765,"STARBUCKS","MANHATTAN","5","E 40TH ST","10016","6468877285","CafÃ©/Coffee/Tea",42795,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",2,"A",42795,43138,"Cycle Inspection / Re-inspection"
"7609",41480332,"CASCADE CAFE","MANHATTAN","900","8 AVENUE","10019","2129699901","CafÃ©/Coffee/Tea",42270,"Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",44,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"7610",41644048,"AMELIE","MANHATTAN","22","WEST    8 STREET","10011","2125332962","French",43132,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",12,"A",43132,43138,"Cycle Inspection / Initial Inspection"
"7611",50036650,"MACCHINA","MANHATTAN","2758","BROADWAY","10025","9173647809","Italian",42258,"Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",13,"A",42258,43138,"Pre-permit (Operational) / Re-inspection"
"7612",50069636,"NEW SUPER TASTE","MANHATTAN","26","ELDRIDGE ST","10002","6462830999","Chinese",43013,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",12,NA,NA,43138,"Pre-permit (Operational) / Initial Inspection"
"7613",40836801,"CONNOLLY'S","MANHATTAN","121","WEST   45 STREET","10036","2125975126","Irish",42796,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",12,"A",42796,43138,"Cycle Inspection / Initial Inspection"
